FusionName	Sample	zscore_Gene1A	zscore_Gene1B	zscore_Gene2A	zscore_Gene2B	note_expression_Gene1A	note_expression_Gene1B	note_expression_Gene2A	note_expression_Gene2B	LeftBreakpoint	RightBreakpoint	Caller	Fusion_Type	JunctionReadCount	SpanningFragCount	Confidence	annots	Gene1A	Gene2A	Gene1B	Gene2B	Gene1A_anno	Gene1B_anno	Gene2A_anno	Gene2B_anno	Fusion_anno
LARP4B--WNK1	BS_A0DYVX9J	2.91661732495298	3.41455792388367	NA	NA	differentially expressed	differentially expressed	NA	NA	10:911725	12:753962	ARRIBA	other	3	5	medium	[INTERCHROMOSOMAL[chr10--chr12]],translocation/3'-3'	LARP4B	NA	WNK1	NA	CosmicCensus	NA	NA	NA	NA
LDHA--RNF144A	BS_JR5ATB7G	1.52137866243753	1.79846539605221	NA	NA	no change	no change	NA	NA	11:18407167	2:7040603	ARRIBA	other	23	4	medium	[INTERCHROMOSOMAL[chr11--chr2]],translocation/3'-3'	LDHA	NA	RNF144A	NA	NA	tsgs	NA	NA	NA
LEF1--NMU(134797)/RNU6-276P(27141)	BS_RXN5T5YT	0.857438781691319	6.97515998636775	NA	NA	no change	differentially expressed	NA	NA	4:108168604	4:55771495	ARRIBA	other	6	0	medium	[],deletion	LEF1	NA	NMU	RNU6-276P	CosmicCensus, onco, curatedTF, predictedTF	NA	NA	NA	NA
LHFPL2--TERT	BS_6JHXXVR7	5.89175889039359	20.6912221110985	NA	NA	differentially expressed	differentially expressed	NA	NA	5:78564813	5:1282624	ARRIBA	other	20	6	high	[INTRACHROMOSOMAL[chr5:77.19Mb]],deletion	LHFPL2	NA	TERT	NA	NA	CosmicCensus, onco	NA	NA	NA
LHFPL2--TERT	BS_6JHXXVR7	5.89175889039359	20.6912221110985	NA	NA	differentially expressed	differentially expressed	NA	NA	5:78564813	5:1268633	ARRIBA	other	2	0	low	[INTRACHROMOSOMAL[chr5:77.19Mb]],deletion	LHFPL2	NA	TERT	NA	NA	CosmicCensus, onco	NA	NA	NA
LHFPL2--TERT	BS_6JHXXVR7	5.89175889039359	20.6912221110985	NA	NA	differentially expressed	differentially expressed	NA	NA	5:78564813	5:1266535	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr5:77.19Mb]],deletion	LHFPL2	NA	TERT	NA	NA	CosmicCensus, onco	NA	NA	NA
LHFPL2--TERT	BS_6JHXXVR7	5.89175889039359	20.6912221110985	NA	NA	differentially expressed	differentially expressed	NA	NA	5:78564813	5:1272280	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr5:77.19Mb]],deletion	LHFPL2	NA	TERT	NA	NA	CosmicCensus, onco	NA	NA	NA
LHFPL2--TERT(925)/MIR4457(13316)	BS_KE56MMY0	4.88514302894691	15.692091676861	NA	NA	differentially expressed	differentially expressed	NA	NA	5:78510088	5:1295994	ARRIBA	frameshift	19	0	medium	[],deletion	LHFPL2	NA	TERT	MIR4457	NA	CosmicCensus, onco	NA	NA	NA
LHPP--SLK	BS_84XCR9GG	-2.36020919574483	2.07833094786557	NA	NA	differentially expressed	differentially expressed	NA	NA	10:124517271	10:103967710	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr10:20.43Mb]],duplication	LHPP	NA	SLK	NA	NA	kinase	NA	NA	NA
LINC-PINT--AC092167.1	BS_6JHXXVR7	0.491724038250829	NA	NA	NA	no change	NA	NA	NA	7:130945720	7:110531164	ARRIBA	other	11	1	high	[INTRACHROMOSOMAL[chr7:20.41Mb]],inversion/5'-5'	LINC-PINT	NA	AC092167.1	NA	tsgs	NA	NA	NA	NA
LINC-PINT--AC092167.1(19335)/IMMP2L(108962)	BS_6JHXXVR7	0.491724038250829	NA	NA	5.93475055365765	no change	NA	NA	differentially expressed	7:130945720	7:110554089	ARRIBA	other	2	1	high	[],inversion	LINC-PINT	NA	AC092167.1	IMMP2L	tsgs	NA	NA	NA	NA
LINC-PINT--MET	BS_6WP1FHTE	-1.04571558793558	11.4981207363808	NA	NA	no change	differentially expressed	NA	NA	7:130945720	7:116699071	ARRIBA	other	78	7	high	[INTRACHROMOSOMAL[chr7:14.14Mb]],inversion	LINC-PINT	NA	MET	NA	tsgs	kinase, CosmicCensus, onco	NA	NA	NA
LINC-PINT--MET	BS_6WP1FHTE	-1.04571558793558	11.4981207363808	NA	NA	no change	differentially expressed	NA	NA	7:130945720	7:116695750	ARRIBA	other	17	7	high	[INTRACHROMOSOMAL[chr7:14.14Mb]],inversion	LINC-PINT	NA	MET	NA	tsgs	kinase, CosmicCensus, onco	NA	NA	NA
LINC-PINT--MET	BS_6WP1FHTE	-1.04571558793558	11.4981207363808	NA	NA	no change	differentially expressed	NA	NA	7:130945720	7:116731668	ARRIBA	other	8	1	medium	[INTRACHROMOSOMAL[chr7:14.14Mb]],inversion	LINC-PINT	NA	MET	NA	tsgs	kinase, CosmicCensus, onco	NA	NA	NA
LINC-PINT--MET	BS_6WP1FHTE	-1.04571558793558	11.4981207363808	NA	NA	no change	differentially expressed	NA	NA	7:130945720	7:116724772	ARRIBA	other	1	1	medium	[INTRACHROMOSOMAL[chr7:14.14Mb]],inversion	LINC-PINT	NA	MET	NA	tsgs	kinase, CosmicCensus, onco	NA	NA	NA
LINC-PINT--MET	BS_6WP1FHTE	-1.04571558793558	11.4981207363808	NA	NA	no change	differentially expressed	NA	NA	7:130984053	7:116699071	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr7:14.14Mb]],inversion	LINC-PINT	NA	MET	NA	tsgs	kinase, CosmicCensus, onco	NA	NA	NA
LINC-PINT--MET	BS_E60JZ9Z3	-1.63006183983916	4.06894629197446	NA	NA	no change	differentially expressed	NA	NA	7:130945720	7:116699071	ARRIBA	other	10	2	high	[INTRACHROMOSOMAL[chr7:14.14Mb]],inversion	LINC-PINT	NA	MET	NA	tsgs	kinase, CosmicCensus, onco	NA	NA	NA
LINC-PINT--MET	BS_E60JZ9Z3	-1.63006183983916	4.06894629197446	NA	NA	no change	differentially expressed	NA	NA	7:130945720	7:116731668	ARRIBA	other	5	0	high	[INTRACHROMOSOMAL[chr7:14.14Mb]],inversion	LINC-PINT	NA	MET	NA	tsgs	kinase, CosmicCensus, onco	NA	NA	NA
LINC-PINT--MET	BS_E60JZ9Z3	-1.63006183983916	4.06894629197446	NA	NA	no change	differentially expressed	NA	NA	7:130945720	7:116695750	ARRIBA	other	1	2	high	[INTRACHROMOSOMAL[chr7:14.14Mb]],inversion	LINC-PINT	NA	MET	NA	tsgs	kinase, CosmicCensus, onco	NA	NA	NA
LINC-PINT--UBE2H	BS_GYA4V1RD	0.299035378079562	1.78901092763514	NA	NA	no change	no change	NA	NA	7:131107720	7:129880971	ARRIBA	other	2	1	medium	[INTRACHROMOSOMAL[chr7:0.99Mb]],deletion	LINC-PINT	NA	UBE2H	NA	tsgs	NA	NA	NA	NA
LINC-PINT--UBE2H	BS_GYA4V1RD	0.299035378079562	1.78901092763514	NA	NA	no change	no change	NA	NA	7:131107720	7:129879642	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr7:0.99Mb]],deletion	LINC-PINT	NA	UBE2H	NA	tsgs	NA	NA	NA	NA
LINC00630--BMX	BS_37GTVG4N	6.58571267975363	-0.770088702182239	NA	NA	differentially expressed	no change	NA	NA	X:102846020	X:15494849	ARRIBA	other	4	0	medium	[INTRACHROMOSOMAL[chrX:87.21Mb]],inversion/3'-3'	LINC00630	NA	BMX	NA	NA	kinase	NA	NA	NA
LINC01019--LINC01019(30464)/IRX1(29496)	BS_03FT4S8B	3.4055349499086	3.4055349499086	NA	6.8502377689492	differentially expressed	differentially expressed	NA	differentially expressed	5:3531753	5:3566558	ARRIBA	other	2	1	high	[],duplication	LINC01019	NA	LINC01019	IRX1	NA	NA	NA	tsgs	NA
LINC01019--LINC01019(30464)/IRX1(29496)	BS_7BTZQKYY	31.4216398145067	31.4216398145067	NA	5.39708889782322	differentially expressed	differentially expressed	NA	differentially expressed	5:3531753	5:3566558	ARRIBA	other	7	2	high	[],duplication	LINC01019	NA	LINC01019	IRX1	NA	NA	NA	tsgs	NA
LINC01019--LINC01019(30464)/IRX1(29496)	BS_D3YBV7KB	0.771235146775597	0.771235146775597	NA	4.20599570593755	no change	no change	NA	differentially expressed	5:3531753	5:3566558	ARRIBA	other	3	0	high	[],duplication	LINC01019	NA	LINC01019	IRX1	NA	NA	NA	tsgs	NA
LINC01019--LINC01019(30464)/IRX1(29496)	BS_DSS3S5XD	2.88866391578655	2.88866391578655	NA	2.28314213622828	differentially expressed	differentially expressed	NA	differentially expressed	5:3531753	5:3566558	ARRIBA	other	3	0	high	[],duplication	LINC01019	NA	LINC01019	IRX1	NA	NA	NA	tsgs	NA
LINC01019--LINC01019(30464)/IRX1(29496)	BS_HZ707C55	16.607086272209	16.607086272209	NA	5.74845944721095	differentially expressed	differentially expressed	NA	differentially expressed	5:3531753	5:3566558	ARRIBA	other	3	0	medium	[],duplication	LINC01019	NA	LINC01019	IRX1	NA	NA	NA	tsgs	NA
LINC01019--LINC01019(30464)/IRX1(29496)	BS_Q5WZYWCT	20.5127211224185	20.5127211224185	NA	3.76368349000837	differentially expressed	differentially expressed	NA	differentially expressed	5:3531753	5:3566558	ARRIBA	other	3	0	high	[],duplication	LINC01019	NA	LINC01019	IRX1	NA	NA	NA	tsgs	NA
LINC01019--LINC01019(30464)/IRX1(29496)	BS_W4HGV6E7	8.32365756925458	8.32365756925458	NA	5.7143118992483	differentially expressed	differentially expressed	NA	differentially expressed	5:3531753	5:3566558	ARRIBA	other	3	1	high	[],duplication	LINC01019	NA	LINC01019	IRX1	NA	NA	NA	tsgs	NA
LINC01019--LINC01019(30464)/IRX1(29496)	BS_YE1MAQYJ	5.91950427034533	5.91950427034533	NA	5.44623020986599	differentially expressed	differentially expressed	NA	differentially expressed	5:3531753	5:3566558	ARRIBA	other	5	1	high	[],duplication	LINC01019	NA	LINC01019	IRX1	NA	NA	NA	tsgs	NA
LINC01019--LINC01019(40751)/IRX1(19209)	BS_3F4FQJMR	20.8884656577697	20.8884656577697	NA	3.44718541873005	differentially expressed	differentially expressed	NA	differentially expressed	5:3418771	5:3576845	ARRIBA	other	2	1	medium	[],duplication	LINC01019	NA	LINC01019	IRX1	NA	NA	NA	tsgs	NA
LINC01019--LINC01019(40751)/IRX1(19209)	BS_W4HGV6E7	8.32365756925458	8.32365756925458	NA	5.7143118992483	differentially expressed	differentially expressed	NA	differentially expressed	5:3531753	5:3576845	ARRIBA	other	4	0	high	[],duplication	LINC01019	NA	LINC01019	IRX1	NA	NA	NA	tsgs	NA
LINC01949(7222)/RASA1(20521)--AC109492.1	BS_3TQSE8HF	NA	NA	1.16507994135022	NA	NA	NA	no change	NA	5:87247367	5:87137454	ARRIBA	other	6	0	high	[],duplication	LINC01949	RASA1	AC109492.1	NA	NA	NA	onco	NA	NA
LINC01980--POU2F1	BS_KE56MMY0	NA	1.70461149515535	NA	NA	NA	no change	NA	NA	3:27824748	1:167365467	ARRIBA	other	4	0	medium	[INTERCHROMOSOMAL[chr3--chr1]],translocation	LINC01980	NA	POU2F1	NA	NA	curatedTF, predictedTF	NA	NA	NA
LINC02246--NRIP1	BS_4NWHYH53	NA	5.572283044873	NA	NA	NA	differentially expressed	NA	NA	21:14825522	21:15043573	ARRIBA	other	2	1	high	[INTRACHROMOSOMAL[chr21:0.04Mb],LOCAL_REARRANGEMENT:-:[42683]],duplication	LINC02246	NA	NRIP1	NA	NA	onco	NA	NA	NA
LINC02246--NRIP1	BS_DY9NTFQR	NA	3.98177470604231	NA	NA	NA	differentially expressed	NA	NA	21:14825522	21:15043573	ARRIBA	other	2	0	medium	[INTRACHROMOSOMAL[chr21:0.04Mb],LOCAL_REARRANGEMENT:-:[42683]],duplication	LINC02246	NA	NRIP1	NA	NA	onco	NA	NA	NA
LINC02246--NRIP1	BS_F8N6CFQE	NA	4.7024195584495	NA	NA	NA	differentially expressed	NA	NA	21:14825522	21:15043573	ARRIBA	other	1	1	medium	[INTRACHROMOSOMAL[chr21:0.04Mb],LOCAL_REARRANGEMENT:-:[42683]],duplication	LINC02246	NA	NRIP1	NA	NA	onco	NA	NA	NA
LINC02246--NRIP1	BS_RXN5T5YT	NA	1.14669418175333	NA	NA	NA	no change	NA	NA	21:14825522	21:15043573	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr21:0.04Mb],LOCAL_REARRANGEMENT:-:[42683]],duplication	LINC02246	NA	NRIP1	NA	NA	onco	NA	NA	NA
LINC02246--NRIP1	BS_RXN5T5YT	NA	1.14669418175333	NA	NA	NA	no change	NA	NA	21:14853274	21:15043574	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr21:0.04Mb],LOCAL_REARRANGEMENT:-:[42683]],duplication	LINC02246	NA	NRIP1	NA	NA	onco	NA	NA	NA
LINC02319--AL118557.1(32055)/PTGDR(79479)	BS_P78SMRBS	NA	NA	NA	19.922788397476	NA	NA	NA	differentially expressed	14:52123673	14:52188234	ARRIBA	other	5	1	high	[],duplication	LINC02319	NA	AL118557.1	PTGDR	NA	NA	NA	tsgs	NA
LINC02319--AL118557.1(32055)/PTGDR(79479)	BS_SDCNP7MW	NA	NA	NA	16.8435048668935	NA	NA	NA	differentially expressed	14:52123673	14:52188234	ARRIBA	other	4	0	medium	[],duplication	LINC02319	NA	AL118557.1	PTGDR	NA	NA	NA	tsgs	NA
LMNA--AL590483.2(109776)/C1orf100(133848)	BS_KE56MMY0	4.32643112409245	NA	NA	-1.26047264115945	differentially expressed	NA	NA	no change	1:156083184	1:244218787	ARRIBA	other	6	0	high	[],inversion	LMNA	NA	AL590483.2	C1orf100	CosmicCensus	NA	NA	NA	NA
LMNTD1--LMNTD1	BS_0WVJYM9R	4.92855504459045	4.92855504459045	NA	NA	differentially expressed	differentially expressed	NA	NA	12:25503738	12:25549546	ARRIBA	frameshift	5	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.24Mb]],duplication/non-canonical_splicing	LMNTD1	NA	LMNTD1	NA	tsgs	tsgs	NA	NA	NA
LMNTD1--LMNTD1	BS_49BQS7Z6	7.55098217217178	7.55098217217178	NA	NA	differentially expressed	differentially expressed	NA	NA	12:25503738	12:25549546	ARRIBA	frameshift	5	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.24Mb]],duplication/non-canonical_splicing	LMNTD1	NA	LMNTD1	NA	tsgs	tsgs	NA	NA	NA
LMNTD1--LMNTD1	BS_7BTZQKYY	12.7626773375492	12.7626773375492	NA	NA	differentially expressed	differentially expressed	NA	NA	12:25503738	12:25549546	ARRIBA	frameshift	38	1	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.24Mb]],duplication/non-canonical_splicing	LMNTD1	NA	LMNTD1	NA	tsgs	tsgs	NA	NA	NA
LMNTD1--LMNTD1	BS_8ZP3CBQA	5.50192560712276	5.50192560712276	NA	NA	differentially expressed	differentially expressed	NA	NA	12:25503738	12:25549546	ARRIBA	frameshift	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.24Mb]],duplication/non-canonical_splicing	LMNTD1	NA	LMNTD1	NA	tsgs	tsgs	NA	NA	NA
LMNTD1--LMNTD1	BS_B741RZY9	7.96119634712886	7.96119634712886	NA	NA	differentially expressed	differentially expressed	NA	NA	12:25503738	12:25549546	ARRIBA	frameshift	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.24Mb]],duplication/non-canonical_splicing	LMNTD1	NA	LMNTD1	NA	tsgs	tsgs	NA	NA	NA
LMNTD1--LMNTD1	BS_HZ707C55	5.72977509897454	5.72977509897454	NA	NA	differentially expressed	differentially expressed	NA	NA	12:25503738	12:25549546	ARRIBA	frameshift	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.24Mb]],duplication/non-canonical_splicing	LMNTD1	NA	LMNTD1	NA	tsgs	tsgs	NA	NA	NA
LMNTD1--LMNTD1	BS_QSTAVWGE	8.0851042894518	8.0851042894518	NA	NA	differentially expressed	differentially expressed	NA	NA	12:25546374	12:25557369	ARRIBA	frameshift	4	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.24Mb]],duplication/non-canonical_splicing	LMNTD1	NA	LMNTD1	NA	tsgs	tsgs	NA	NA	NA
LMNTD1--LMNTD1	BS_SFKZSJN1	5.36117149183392	5.36117149183392	NA	NA	differentially expressed	differentially expressed	NA	NA	12:25503738	12:25549546	ARRIBA	frameshift	6	0	low	[SELFIE,INTRACHROMOSOMAL[chr12:0.24Mb]],duplication/non-canonical_splicing	LMNTD1	NA	LMNTD1	NA	tsgs	tsgs	NA	NA	NA
LMO2--LINC02546	BS_49FQXT2E	1.61593174667929	NA	NA	NA	no change	NA	NA	NA	11:33881824	11:29642820	ARRIBA	other	2	1	high	[INTRACHROMOSOMAL[chr11:4.23Mb]],deletion/5'-5'	LMO2	NA	LINC02546	NA	CosmicCensus, onco, curatedTF	NA	NA	NA	NA
LMO2--LINC02546(12156)/HNRNPRP2(26066)	BS_49FQXT2E	1.61593174667929	NA	NA	61.5839002327496	no change	NA	NA	differentially expressed	11:33881824	11:29642820	ARRIBA	other	5	0	medium	[],deletion	LMO2	NA	LINC02546	HNRNPRP2	CosmicCensus, onco, curatedTF	NA	NA	NA	NA
LMO2(62270)/CAPRIN1(97124)--NPSR1-AS1	BS_6JHXXVR7	-1.36133731752072	28.764114901434	4.57881938360767	NA	no change	differentially expressed	differentially expressed	NA	11:33954559	7:34569861	ARRIBA	other	13	3	high	[],translocation	LMO2	CAPRIN1	NPSR1-AS1	NA	CosmicCensus, onco, curatedTF	NA	NA	NA	NA
LMO7--RNF219-AS1	BS_A3QZB9Y2	-0.0797194985908457	-1.050467715346	NA	NA	no change	no change	NA	NA	13:75761038	13:78274253	ARRIBA	frameshift	4	0	high	[INTRACHROMOSOMAL[chr13:2.06Mb]],deletion	LMO7	NA	RNF219-AS1	NA	onco	NA	NA	NA	NA
LMO7--RNF219-AS1	BS_A3QZB9Y2	-0.0797194985908457	-1.050467715346	NA	NA	no change	no change	NA	NA	13:75761038	13:78605301	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr13:2.06Mb]],deletion	LMO7	NA	RNF219-AS1	NA	onco	NA	NA	NA	NA
LMO7--UCHL3	BS_8S86CM61	-0.465191983358566	-0.971512452676471	NA	NA	no change	no change	NA	NA	13:75623320	13:75594915	ARRIBA	frameshift	1	1	low	[Klijn_CellLines,FA_CancerSupp,CCLE,INTRACHROMOSOMAL[chr13:0.01Mb],LOCAL_REARRANGEMENT:+:[14414]],duplication	LMO7	NA	UCHL3	NA	onco	NA	NA	NA	TCGAFusion
LMTK2--CDK6	BS_K17VQECG	1.02338315357926	8.48023401380702	NA	NA	no change	differentially expressed	NA	NA	7:98204186	7:92833690	ARRIBA	frameshift	5	0	medium	[INTRACHROMOSOMAL[chr7:5.27Mb]],inversion	LMTK2	NA	CDK6	NA	NA	kinase, tsgs, CosmicCensus, onco	NA	NA	NA
LNX1--KIT	BS_4QW2S1Q8	0.881135383992749	0.451536983976889	NA	NA	no change	no change	NA	NA	4:53557874	4:54737652	ARRIBA	frameshift	4	0	high	[INTRACHROMOSOMAL[chr4:0.96Mb]],duplication/5'-5'	LNX1	NA	KIT	NA	NA	kinase, CosmicCensus, onco	NA	NA	NA
LOXL2--CTNNA1	BS_59ZJWJTF	12.479072815972	2.99703869534713	NA	NA	differentially expressed	differentially expressed	NA	NA	8:23309667	5:138824675	ARRIBA	frameshift	1	0	low	[INTERCHROMOSOMAL[chr8--chr5]],translocation	LOXL2	NA	CTNNA1	NA	onco	onco	NA	NA	NA
LPA--QKI	BS_1HQ76V6D	24.2849223355613	0.983216698209454	NA	NA	differentially expressed	no change	NA	NA	6:160633753	6:163455279	ARRIBA	frameshift	3	1	medium	[INTRACHROMOSOMAL[chr6:2.75Mb]],inversion	LPA	NA	QKI	NA	NA	tsgs, CosmicCensus	NA	NA	NA
LPA--QKI	BS_1HQ76V6D	24.2849223355613	0.983216698209454	NA	NA	differentially expressed	no change	NA	NA	6:160635123	6:163455279	ARRIBA	in-frame	3	1	medium	[INTRACHROMOSOMAL[chr6:2.75Mb]],inversion	LPA	NA	QKI	NA	NA	tsgs, CosmicCensus	NA	NA	NA
LPA--QKI	BS_1HQ76V6D	24.2849223355613	0.983216698209454	NA	NA	differentially expressed	no change	NA	NA	6:160622663	6:163455279	ARRIBA	frameshift	1	1	medium	[INTRACHROMOSOMAL[chr6:2.75Mb]],inversion	LPA	NA	QKI	NA	NA	tsgs, CosmicCensus	NA	NA	NA
LPP--IGSF10	BS_1XJ73KBQ	10.0115116127008	4.13420070816897	NA	NA	differentially expressed	differentially expressed	NA	NA	3:188154021	3:151443884	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr3:36.69Mb]],inversion	LPP	NA	IGSF10	NA	CosmicCensus, onco	NA	NA	NA	NA
LPP--IGSF10	BS_1XJ73KBQ	10.0115116127008	4.13420070816897	NA	NA	differentially expressed	differentially expressed	NA	NA	3:188154252	3:151443884	ARRIBA	other	1	0	low	[INTRACHROMOSOMAL[chr3:36.69Mb]],inversion	LPP	NA	IGSF10	NA	CosmicCensus, onco	NA	NA	NA	NA
LPP--OXR1	BS_1XJ73KBQ	10.0115116127008	-0.358763637612953	NA	NA	differentially expressed	no change	NA	NA	3:188708393	8:106359476	ARRIBA	frameshift	3	0	high	[INTERCHROMOSOMAL[chr3--chr8]],translocation	LPP	NA	OXR1	NA	CosmicCensus, onco	NA	NA	NA	NA
LRCH3--FANCD2	BS_FAQQ0GCQ	0.983358521688459	0.834761546674823	NA	NA	no change	no change	NA	NA	3:197791540	3:10039279	ARRIBA	frameshift	9	0	high	[INTRACHROMOSOMAL[chr3:187.69Mb]],duplication	LRCH3	NA	FANCD2	NA	NA	CosmicCensus, onco	NA	NA	NA
LRCH3--FANCD2	BS_FAQQ0GCQ	0.983358521688459	0.834761546674823	NA	NA	no change	no change	NA	NA	3:197791540	3:10039721	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr3:187.69Mb]],duplication	LRCH3	NA	FANCD2	NA	NA	CosmicCensus, onco	NA	NA	NA
LRGUK--LRGUK	BS_7BTZQKYY	19.9090189716203	19.9090189716203	NA	NA	differentially expressed	differentially expressed	NA	NA	7:134221918	7:134148238	ARRIBA	in-frame	15	5	low	[SELFIE,INTRACHROMOSOMAL[chr7:0.14Mb]],duplication/non-canonical_splicing	LRGUK	NA	LRGUK	NA	onco	onco	NA	NA	NA
LRGUK--LRGUK	BS_QSTAVWGE	13.3492980371435	13.3492980371435	NA	NA	differentially expressed	differentially expressed	NA	NA	7:134258405	7:134221779	ARRIBA	in-frame	3	0	low	[SELFIE,INTRACHROMOSOMAL[chr7:0.14Mb]],duplication/non-canonical_splicing	LRGUK	NA	LRGUK	NA	onco	onco	NA	NA	NA
LRIG1--FYTTD1	BS_FAQQ0GCQ	0.364506044116744	2.12781049886511	NA	NA	no change	differentially expressed	NA	NA	3:66500190	3:197773403	ARRIBA	in-frame	4	3	high	[INTRACHROMOSOMAL[chr3:131.24Mb]],inversion	LRIG1	NA	FYTTD1	NA	tsgs, onco	NA	NA	NA	NA
LRIG1--KMT2C	BS_K17VQECG	1.10179459990997	2.43693622648328	NA	NA	no change	differentially expressed	NA	NA	3:66451559	7:152273867	ARRIBA	frameshift	3	0	medium	[INTERCHROMOSOMAL[chr3--chr7]],translocation	LRIG1	NA	KMT2C	NA	tsgs, onco	tsgs, CosmicCensus, onco	NA	NA	NA
LRIG3--SOX5	BS_SD8YBRBR	13.833916679484	10.764819814996	NA	NA	differentially expressed	differentially expressed	NA	NA	12:58890665	12:23896024	ARRIBA	in-frame	2	0	low	[INTRACHROMOSOMAL[chr12:34.92Mb]],deletion	LRIG3	NA	SOX5	NA	tsgs, CosmicCensus	onco, curatedTF	NA	NA	NA
LRMDA--VTI1A	BS_C3P5BC92	NA	2.95067020054632	NA	NA	NA	differentially expressed	NA	NA	10:75438494	10:112668218	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr10:35.89Mb]],deletion	LRMDA	NA	VTI1A	NA	NA	CosmicCensus, onco	NA	NA	NA
LRMP--AC069208.1	BS_A0DYVX9J	-0.540915963235278	NA	NA	NA	no change	NA	NA	NA	12:25015261	12:24297404	ARRIBA	frameshift	4	2	high	[INTRACHROMOSOMAL[chr12:0.44Mb]],duplication/5'-5'	LRMP	NA	AC069208.1	NA	tsgs, onco	NA	NA	NA	NA
LRRC55--LRRC55(3048)/APLNR(38812)	BS_49BQS7Z6	4.37911090096633	4.37911090096633	NA	3.2319468659822	differentially expressed	differentially expressed	NA	differentially expressed	11:57152640	11:57194765	ARRIBA	other	1	1	medium	[],duplication	LRRC55	NA	LRRC55	APLNR	NA	NA	NA	onco	NA
LRRC55--LRRC55(3048)/APLNR(38812)	BS_5PEFNDCY	2.84783824592979	2.84783824592979	NA	3.3685396059854	differentially expressed	differentially expressed	NA	differentially expressed	11:57152640	11:57194765	ARRIBA	other	6	1	medium	[],duplication	LRRC55	NA	LRRC55	APLNR	NA	NA	NA	onco	NA
LRRC55--LRRC55(3048)/APLNR(38812)	BS_60K3EQ9S	3.703441326846	3.703441326846	NA	3.02706428201982	differentially expressed	differentially expressed	NA	differentially expressed	11:57152640	11:57194765	ARRIBA	other	3	1	medium	[],duplication	LRRC55	NA	LRRC55	APLNR	NA	NA	NA	onco	NA
LRRC55--LRRC55(3048)/APLNR(38812)	BS_GV3NZ9QD	3.29731945978681	3.29731945978681	NA	3.5669573088113	differentially expressed	differentially expressed	NA	differentially expressed	11:57152640	11:57194765	ARRIBA	other	1	2	medium	[],duplication	LRRC55	NA	LRRC55	APLNR	NA	NA	NA	onco	NA
LRRC55--LRRC55(3048)/APLNR(38812)	BS_VR7FR1NE	3.78763102914249	3.78763102914249	NA	2.12542842788872	differentially expressed	differentially expressed	NA	differentially expressed	11:57152640	11:57194765	ARRIBA	other	4	0	medium	[],duplication	LRRC55	NA	LRRC55	APLNR	NA	NA	NA	onco	NA
LRRC55--LRRC55(3048)/APLNR(38812)	BS_W18SF91A	3.19874830357572	3.19874830357572	NA	3.27327942416228	differentially expressed	differentially expressed	NA	differentially expressed	11:57152640	11:57194765	ARRIBA	other	3	1	medium	[],duplication	LRRC55	NA	LRRC55	APLNR	NA	NA	NA	onco	NA
LRRC59--CNTNAP2	BS_RCCN63K6	3.0292989324592	-0.472440854064417	NA	NA	differentially expressed	no change	NA	NA	17:50385118	7:148144023	ARRIBA	frameshift	45	0	high	[INTERCHROMOSOMAL[chr17--chr7]],translocation/5'-5'	LRRC59	NA	CNTNAP2	NA	NA	tsgs, CosmicCensus	NA	NA	NA
LRRFIP1--ARID1B	BS_2EMW8ZG3	0.821296772736822	2.6468471584504	NA	NA	no change	differentially expressed	NA	NA	2:237627740	6:157148624	ARRIBA	frameshift	2	0	medium	[INTERCHROMOSOMAL[chr2--chr6]],translocation	LRRFIP1	NA	ARID1B	NA	onco	CosmicCensus, onco	NA	NA	NA
LRRFIP1--MYT1L	BS_H4B5Y6S0	-0.382197954661408	1.89002085221661	NA	NA	no change	no change	NA	NA	2:237708630	2:2284503	ARRIBA	frameshift	1	1	low	[INTRACHROMOSOMAL[chr2:235.30Mb]],inversion	LRRFIP1	NA	MYT1L	NA	onco	NA	NA	NA	NA
LRRK2--LRRK2	BS_ZH1FBX50	-0.110347214199108	-0.110347214199108	NA	NA	no change	no change	NA	NA	12:40340454	12:40313972	ARRIBA	frameshift	2	1	low	[SELFIE,[\ChimerSeq\],INTRACHROMOSOMAL[chr12:0.17Mb]],duplication/non-canonical_splicing	LRRK2	NA	LRRK2	NA	kinase	kinase	NA	NA	NA
