FusionName	Sample	zscore_Gene1A	zscore_Gene1B	zscore_Gene2A	zscore_Gene2B	note_expression_Gene1A	note_expression_Gene1B	note_expression_Gene2A	note_expression_Gene2B	LeftBreakpoint	RightBreakpoint	Caller	Fusion_Type	JunctionReadCount	SpanningFragCount	Confidence	annots	Gene1A	Gene2A	Gene1B	Gene2B	Gene1A_anno	Gene1B_anno	Gene2A_anno	Gene2B_anno	Fusion_anno
KCNH1--AL590132.1	BS_QNAQGAV6	2.69891017592312	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211082898	ARRIBA	frameshift	2	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_QNAQGAV6	2.69891017592312	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	16	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_QNAQGAV6	2.69891017592312	NA	NA	NA	differentially expressed	NA	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	4	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_QNAQGAV6	2.69891017592312	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018783	1:211090690	ARRIBA	frameshift	2	2	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_QNAQGAV6	2.69891017592312	NA	NA	NA	differentially expressed	NA	NA	NA	1:210775348	1:211019256	ARRIBA	in-frame	1	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_QNAQGAV6	2.69891017592312	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018783	1:211082898	ARRIBA	frameshift	1	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_QNAQGAV6	2.69891017592312	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211019256	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_QV51J756	2.42269956787958	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	8	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_QV51J756	2.42269956787958	NA	NA	NA	differentially expressed	NA	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	7	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_QV51J756	2.42269956787958	NA	NA	NA	differentially expressed	NA	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	4	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_QV51J756	2.42269956787958	NA	NA	NA	differentially expressed	NA	NA	NA	1:211090562	1:211107377	ARRIBA	in-frame	1	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_QV51J756	2.42269956787958	NA	NA	NA	differentially expressed	NA	NA	NA	1:210919640	1:211090690	ARRIBA	in-frame	1	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_QV51J756	2.42269956787958	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018783	1:211019256	ARRIBA	in-frame	2	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_QV51J756	2.42269956787958	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211082898	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_R7HZCZ8B	1.36988329808555	NA	NA	NA	no change	NA	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	4	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_R7HZCZ8B	1.36988329808555	NA	NA	NA	no change	NA	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	3	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_R7HZCZ8B	1.36988329808555	NA	NA	NA	no change	NA	NA	NA	1:210775348	1:210920069	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_R7HZCZ8B	1.36988329808555	NA	NA	NA	no change	NA	NA	NA	1:211018864	1:211019256	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_R7HZCZ8B	1.36988329808555	NA	NA	NA	no change	NA	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	4	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_TG93XC55	4.06632583757526	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	25	7	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_TG93XC55	4.06632583757526	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018783	1:211090690	ARRIBA	frameshift	4	5	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_TG93XC55	4.06632583757526	NA	NA	NA	differentially expressed	NA	NA	NA	1:211090562	1:211107377	ARRIBA	in-frame	4	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_TG93XC55	4.06632583757526	NA	NA	NA	differentially expressed	NA	NA	NA	1:211103496	1:211107377	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_TG93XC55	4.06632583757526	NA	NA	NA	differentially expressed	NA	NA	NA	1:211082780	1:211103602	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_TG93XC55	4.06632583757526	NA	NA	NA	differentially expressed	NA	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	9	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_TG93XC55	4.06632583757526	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211019256	ARRIBA	in-frame	3	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_TG93XC55	4.06632583757526	NA	NA	NA	differentially expressed	NA	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	2	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_TG93XC55	4.06632583757526	NA	NA	NA	differentially expressed	NA	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	13	2	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_TG93XC55	4.06632583757526	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018783	1:211019256	ARRIBA	in-frame	4	2	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_TG93XC55	4.06632583757526	NA	NA	NA	differentially expressed	NA	NA	NA	1:210919640	1:211107377	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_TG93XC55	4.06632583757526	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018783	1:211082898	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VMMJYN8Z	2.63800883023558	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	18	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VMMJYN8Z	2.63800883023558	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211082898	ARRIBA	frameshift	2	3	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VMMJYN8Z	2.63800883023558	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018783	1:211019256	ARRIBA	in-frame	2	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VMMJYN8Z	2.63800883023558	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018783	1:211090690	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VMMJYN8Z	2.63800883023558	NA	NA	NA	differentially expressed	NA	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	8	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VMMJYN8Z	2.63800883023558	NA	NA	NA	differentially expressed	NA	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	8	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VMMJYN8Z	2.63800883023558	NA	NA	NA	differentially expressed	NA	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	4	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VMMJYN8Z	2.63800883023558	NA	NA	NA	differentially expressed	NA	NA	NA	1:211090562	1:211107377	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VMMJYN8Z	2.63800883023558	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211019256	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VNE0ZPBS	3.56526165284459	NA	NA	NA	differentially expressed	NA	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	6	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VNE0ZPBS	3.56526165284459	NA	NA	NA	differentially expressed	NA	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	5	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VNE0ZPBS	3.56526165284459	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018783	1:211019256	ARRIBA	in-frame	2	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VNE0ZPBS	3.56526165284459	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018783	1:211107377	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VNE0ZPBS	3.56526165284459	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211082898	ARRIBA	frameshift	2	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VNE0ZPBS	3.56526165284459	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	17	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VNE0ZPBS	3.56526165284459	NA	NA	NA	differentially expressed	NA	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	7	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VNE0ZPBS	3.56526165284459	NA	NA	NA	differentially expressed	NA	NA	NA	1:210919640	1:211090690	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VNE0ZPBS	3.56526165284459	NA	NA	NA	differentially expressed	NA	NA	NA	1:210919640	1:211019256	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VPMKHW9X	3.9944346318268	NA	NA	NA	differentially expressed	NA	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	7	2	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VPMKHW9X	3.9944346318268	NA	NA	NA	differentially expressed	NA	NA	NA	1:210919640	1:211107377	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VPMKHW9X	3.9944346318268	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018783	1:211019256	ARRIBA	in-frame	4	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VPMKHW9X	3.9944346318268	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211019256	ARRIBA	in-frame	3	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VPMKHW9X	3.9944346318268	NA	NA	NA	differentially expressed	NA	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	8	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VPMKHW9X	3.9944346318268	NA	NA	NA	differentially expressed	NA	NA	NA	1:210919640	1:211090690	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VPMKHW9X	3.9944346318268	NA	NA	NA	differentially expressed	NA	NA	NA	1:211082780	1:211103602	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VPMKHW9X	3.9944346318268	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	14	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VPMKHW9X	3.9944346318268	NA	NA	NA	differentially expressed	NA	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	6	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VPMKHW9X	3.9944346318268	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018783	1:211090690	ARRIBA	in-frame	1	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VPMKHW9X	3.9944346318268	NA	NA	NA	differentially expressed	NA	NA	NA	1:210775348	1:211019256	ARRIBA	in-frame	2	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VPMKHW9X	3.9944346318268	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211082898	ARRIBA	frameshift	3	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VPMKHW9X	3.9944346318268	NA	NA	NA	differentially expressed	NA	NA	NA	1:210919640	1:211019256	ARRIBA	frameshift	2	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VTJ9ESSV	2.53696660505022	NA	NA	NA	differentially expressed	NA	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	7	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VTJ9ESSV	2.53696660505022	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211082898	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VTJ9ESSV	2.53696660505022	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018783	1:211019256	ARRIBA	in-frame	3	2	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VTJ9ESSV	2.53696660505022	NA	NA	NA	differentially expressed	NA	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	4	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VTJ9ESSV	2.53696660505022	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211019256	ARRIBA	in-frame	2	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_VTJ9ESSV	2.53696660505022	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	9	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_W18SF91A	1.61597671485542	NA	NA	NA	no change	NA	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	7	2	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_W18SF91A	1.61597671485542	NA	NA	NA	no change	NA	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	5	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_W18SF91A	1.61597671485542	NA	NA	NA	no change	NA	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	3	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_W18SF91A	1.61597671485542	NA	NA	NA	no change	NA	NA	NA	1:211018864	1:211019256	ARRIBA	in-frame	3	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_W18SF91A	1.61597671485542	NA	NA	NA	no change	NA	NA	NA	1:211018864	1:211107377	ARRIBA	frameshift	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_W18SF91A	1.61597671485542	NA	NA	NA	no change	NA	NA	NA	1:211090562	1:211107377	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_W18SF91A	1.61597671485542	NA	NA	NA	no change	NA	NA	NA	1:211018783	1:211019256	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_WCRKYV0T	4.09600660418697	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211090690	ARRIBA	frameshift	51	2	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_WCRKYV0T	4.09600660418697	NA	NA	NA	differentially expressed	NA	NA	NA	1:211082780	1:211107377	ARRIBA	frameshift	18	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_WCRKYV0T	4.09600660418697	NA	NA	NA	differentially expressed	NA	NA	NA	1:210775348	1:211019256	ARRIBA	in-frame	1	4	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_WCRKYV0T	4.09600660418697	NA	NA	NA	differentially expressed	NA	NA	NA	1:211082780	1:211090690	ARRIBA	frameshift	5	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_WCRKYV0T	4.09600660418697	NA	NA	NA	differentially expressed	NA	NA	NA	1:210919640	1:210920069	ARRIBA	frameshift	13	3	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_WCRKYV0T	4.09600660418697	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211082898	ARRIBA	frameshift	6	2	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_WCRKYV0T	4.09600660418697	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018783	1:211090690	ARRIBA	frameshift	5	2	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_WCRKYV0T	4.09600660418697	NA	NA	NA	differentially expressed	NA	NA	NA	1:210919640	1:211090690	ARRIBA	in-frame	4	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_WCRKYV0T	4.09600660418697	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018783	1:211082898	ARRIBA	frameshift	2	2	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_WCRKYV0T	4.09600660418697	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018783	1:211019256	ARRIBA	in-frame	4	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_WCRKYV0T	4.09600660418697	NA	NA	NA	differentially expressed	NA	NA	NA	1:211018864	1:211019256	ARRIBA	in-frame	3	0	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_WCRKYV0T	4.09600660418697	NA	NA	NA	differentially expressed	NA	NA	NA	1:210919640	1:211019256	ARRIBA	frameshift	1	1	medium	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
KCNH1--AL590132.1	BS_WCRKYV0T	4.09600660418697	NA	NA	NA	differentially expressed	NA	NA	NA	1:211090562	1:211107377	ARRIBA	in-frame	1	0	low	[INTRACHROMOSOMAL[chr1:0.28Mb]],duplication	KCNH1	NA	AL590132.1	NA	Oncogene	NA	NA	NA	NA
