GeneID	GeneSymbol	Alias	Links	Chromosome	Cytoband	Description	GeneType
9411	ARHGAP29	PARG1	MIM:610496|HGNC:HGNC:30207|HPRD:06674	1	1p22.1	Rho GTPase activating protein 29	protein-coding
9429	ABCG2	ABC15|ABCP|BCRP|BCRP1|BMDP|CD338|CDw338|EST157481|GOUT1|MRX|MXR|MXR1|UAQTL1	MIM:603756|HGNC:HGNC:74|Ensembl:ENSG00000118777|HPRD:04783|Vega:OTTHUMG00000130601	4	4q22	"ATP-binding cassette, sub-family G (WHITE), member 2 (Junior blood group)"	protein-coding
9447	AIM2	PYHIN4	MIM:604578|HGNC:HGNC:357|Ensembl:ENSG00000163568|HPRD:05202|Vega:OTTHUMG00000037183	1	1q22	absent in melanoma 2	protein-coding
9455	HOMER2	ACPD|CPD|HOMER-2|VESL-2	MIM:604799|HGNC:HGNC:17513|Ensembl:ENSG00000103942|HPRD:07269|Vega:OTTHUMG00000172462	15	15q24.3	homer homolog 2 (Drosophila)	protein-coding
9462	RASAL2	NGAP	MIM:606136|HGNC:HGNC:9874|HPRD:05845	1	1q24	RAS protein activator like 2	protein-coding
9486	CHST10	HNK-1ST|HNK1ST	MIM:606376|HGNC:HGNC:19650|Ensembl:ENSG00000115526|HPRD:07332|Vega:OTTHUMG00000130669	2	2q11.2	carbohydrate sulfotransferase 10	protein-coding
9516	LITAF	PIG7|SIMPLE|TP53I7	MIM:603795|HGNC:HGNC:16841|Ensembl:ENSG00000189067|HPRD:10354|Vega:OTTHUMG00000177415	16	16p13.13	lipopolysaccharide-induced TNF factor	protein-coding
9521	EEF1E1	AIMP3|P18	MIM:609206|HGNC:HGNC:3212|Ensembl:ENSG00000124802|HPRD:10931|Vega:OTTHUMG00000014221	6	6p24.3	eukaryotic translation elongation factor 1 epsilon 1	protein-coding
9538	EI24	EPG4|PIG8|TP53I8	MIM:605170|HGNC:HGNC:13276|Ensembl:ENSG00000149547|HPRD:05526|Vega:OTTHUMG00000165851	11	11q24	etoposide induced 2.4	protein-coding
9547	CXCL14	BMAC|BRAK|KEC|KS1|MIP-2g|MIP2G|NJAC|SCYB14	MIM:604186|HGNC:HGNC:10640|Ensembl:ENSG00000145824|HPRD:16049|Vega:OTTHUMG00000129139	5	5q31	chemokine (C-X-C motif) ligand 14	protein-coding
9590	AKAP12	AKAP250|SSeCKS	MIM:604698|HGNC:HGNC:370|Ensembl:ENSG00000131016|HPRD:05263	6	6q24-q25	A kinase (PRKA) anchor protein 12	protein-coding
9636	ISG15	G1P2|IFI15|IMD38|IP17|UCRP|hUCRP	MIM:147571|HGNC:HGNC:4053|Ensembl:ENSG00000187608|HPRD:00958|Vega:OTTHUMG00000040777	1	1p36.33	ISG15 ubiquitin-like modifier	protein-coding
9656	MDC1	NFBD1	MIM:607593|HGNC:HGNC:21163|Ensembl:ENSG00000137337|HPRD:16252|Vega:OTTHUMG00000031075	6	6p21.3	mediator of DNA-damage checkpoint 1	protein-coding
9667	SAFB2	-	MIM:608066|HGNC:HGNC:21605|Ensembl:ENSG00000130254|HPRD:06424|Vega:OTTHUMG00000180374	19	19p13.3	scaffold attachment factor B2	protein-coding
9770	RASSF2	CENP-34|RASFADIN	MIM:609492|HGNC:HGNC:9883|Ensembl:ENSG00000101265|HPRD:15218|Vega:OTTHUMG00000031790	20	20p13	Ras association (RalGDS/AF-6) domain family member 2	protein-coding
9781	RNF144A	RNF144|UBCE7IP4	HGNC:HGNC:20457|Ensembl:ENSG00000151692|HPRD:11510|Vega:OTTHUMG00000090353	2	2p25.2	ring finger protein 144A	protein-coding
9788	MTSS1	MIM|MIMA|MIMB	MIM:608486|HGNC:HGNC:20443|Ensembl:ENSG00000170873|HPRD:12243|Vega:OTTHUMG00000048189	8	8p22	metastasis suppressor 1	protein-coding
9821	RB1CC1	ATG17|CC1|FIP200|PPP1R131	MIM:606837|HGNC:HGNC:15574|Ensembl:ENSG00000023287|HPRD:06019|Vega:OTTHUMG00000164268	8	8q11	RB1-inducible coiled-coil 1	protein-coding
9891	NUAK1	ARK5	MIM:608130|HGNC:HGNC:14311|Ensembl:ENSG00000074590|HPRD:12171|Vega:OTTHUMG00000169763	12	12q23.3	"NUAK family, SNF1-like kinase, 1"	protein-coding
9901	SRGAP3	ARHGAP14|MEGAP|SRGAP2|WRP	MIM:606525|HGNC:HGNC:19744|Ensembl:ENSG00000196220|HPRD:12108|Vega:OTTHUMG00000090589	3	3p25.3	SLIT-ROBO Rho GTPase activating protein 3	protein-coding
9937	DCLRE1A	PSO2|SNM1|SNM1A	MIM:609682|HGNC:HGNC:17660|Ensembl:ENSG00000198924|HPRD:08519|Vega:OTTHUMG00000019077	10	10q25.1	DNA cross-link repair 1A	protein-coding
9940	DLEC1	CFAP81|DLC1|F56	MIM:604050|HGNC:HGNC:2899|Ensembl:ENSG00000008226|HPRD:07234|Vega:OTTHUMG00000131085	3	3p21.3	deleted in lung and esophageal cancer 1	protein-coding
9988	DMTF1	DMP1|DMTF|MRUL|hDMP1	MIM:608491|HGNC:HGNC:14603|Ensembl:ENSG00000135164|HPRD:09770|Vega:OTTHUMG00000154135	7	7q21	cyclin D binding myb-like transcription factor 1	protein-coding
10010	TANK	I-TRAF|ITRAF|TRAF2	MIM:603893|HGNC:HGNC:11562|Ensembl:ENSG00000136560|HPRD:04870|Vega:OTTHUMG00000132037	2	2q24-q31	TRAF family member-associated NFKB activator	protein-coding
10018	BCL2L11	BAM|BIM|BOD	MIM:603827|HGNC:HGNC:994|Ensembl:ENSG00000153094|HPRD:04828|Vega:OTTHUMG00000131256	2	2q13	BCL2-like 11 (apoptosis facilitator)	protein-coding
10019	SH2B3	IDDM20|LNK	MIM:605093|HGNC:HGNC:29605|Ensembl:ENSG00000111252|HPRD:05480|Vega:OTTHUMG00000169550	12	12q24	SH2B adaptor protein 3	protein-coding
10048	RANBP9	BPM-L|BPM90|RANBPM|RanBP7	MIM:603854|HGNC:HGNC:13727|Ensembl:ENSG00000010017|HPRD:04835|Vega:OTTHUMG00000015642	6	6p23	RAN binding protein 9	protein-coding
10077	TSPAN32	ART1|PHEMX|PHMX|TSSC6	MIM:603853|HGNC:HGNC:13410|Ensembl:ENSG00000064201|HPRD:04834|Vega:OTTHUMG00000009762	11	11p15.5	tetraspanin 32	protein-coding
10078	TSSC4	-	MIM:603852|HGNC:HGNC:12386|Ensembl:ENSG00000184281|HPRD:10357|Vega:OTTHUMG00000009895	11	11p15.5	tumor suppressing subtransferable candidate 4	protein-coding
10152	ABI2	ABI-2|ABI2B|AIP-1|AblBP3|SSH3BP2|argBP1|argBPIA|argBPIB	MIM:606442|HGNC:HGNC:24011|Ensembl:ENSG00000138443|Vega:OTTHUMG00000132879	2	2q33	abl-interactor 2	protein-coding
10154	PLXNC1	CD232|PLXN-C1|VESPR	MIM:604259|HGNC:HGNC:9106|Ensembl:ENSG00000136040|HPRD:05036|Vega:OTTHUMG00000170235	12	12q23.3	plexin C1	protein-coding
10180	RBM6	3G2|DEF-3|DEF3|HLC-11|NY-LU-12|g16	MIM:606886|HGNC:HGNC:9903|Ensembl:ENSG00000004534|HPRD:06054|Vega:OTTHUMG00000156736	3	3p21.3	RNA binding motif protein 6	protein-coding
10181	RBM5	G15|LUCA15|RMB5	MIM:606884|HGNC:HGNC:9902|Ensembl:ENSG00000003756|HPRD:06052|Vega:OTTHUMG00000156785	3	3p21.3	RNA binding motif protein 5	protein-coding
10206	TRIM13	CAR|DLEU5|LEU5|RFP2|RNF77	MIM:605661|HGNC:HGNC:9976|Ensembl:ENSG00000204977|HPRD:10414|Vega:OTTHUMG00000016926	13	13q14	tripartite motif containing 13	protein-coding
10210	TOPORS	LUN|P53BP3|RP31|TP53BPL	MIM:609507|HGNC:HGNC:21653|Ensembl:ENSG00000197579|HPRD:11642|Vega:OTTHUMG00000019743	9	9p21	"topoisomerase I binding, arginine/serine-rich, E3 ubiquitin protein ligase"	protein-coding
10217	CTDSPL	C3orf8|HYA22|PSR1|RBSP3|SCP3	MIM:608592|HGNC:HGNC:16890|Ensembl:ENSG00000144677|Vega:OTTHUMG00000155942	3	3p21.3	"CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like"	protein-coding
10253	SPRY2	hSPRY2	MIM:602466|HGNC:HGNC:11270|Ensembl:ENSG00000136158|HPRD:03916|Vega:OTTHUMG00000017140	13	13q31.1	sprouty homolog 2 (Drosophila)	protein-coding
10273	STUB1	CHIP|HSPABP2|NY-CO-7|SCAR16|SDCCAG7|UBOX1	MIM:607207|HGNC:HGNC:11427|Ensembl:ENSG00000103266|HPRD:06232|Vega:OTTHUMG00000121140	16	16p13.3	"STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase"	protein-coding
10277	UBE4B	E4|HDNB1|UBOX3|UFD2|UFD2A	MIM:613565|HGNC:HGNC:12500|Ensembl:ENSG00000130939|HPRD:11659|Vega:OTTHUMG00000001797	1	1p36.3	ubiquitination factor E4B	protein-coding
10301	DLEU1	BCMS|BCMS1|DLB1|DLEU2|LEU1|LEU2|LINC00021|NCRNA00021|XTP6	MIM:605765|HGNC:HGNC:13747|Ensembl:ENSG00000176124|HPRD:16150|Vega:OTTHUMG00000016934	13	13q14.3	deleted in lymphocytic leukemia 1 (non-protein coding)	ncRNA
10320	IKZF1	Hs.54452|IK1|IKAROS|LYF1|LyF-1|PPP1R92|PRO0758|ZNFN1A1	MIM:603023|HGNC:HGNC:13176|Ensembl:ENSG00000185811|HPRD:04318|Vega:OTTHUMG00000155907	7	7p12.2	IKAROS family zinc finger 1 (Ikaros)	protein-coding
10335	MRVI1	IRAG|JAW1L	MIM:604673|HGNC:HGNC:7237|Ensembl:ENSG00000072952|HPRD:05242|Vega:OTTHUMG00000165773	11	11p15	murine retrovirus integration site 1 homolog	protein-coding
10370	CITED2	ASD8|MRG-1|MRG1|P35SRJ|VSD2	MIM:602937|HGNC:HGNC:1987|Ensembl:ENSG00000164442|HPRD:04245	6	6q23.3	"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2"	protein-coding
10395	DLC1	ARHGAP7|HP|STARD12|p122-RhoGAP	MIM:604258|HGNC:HGNC:2897|Ensembl:ENSG00000164741|HPRD:05035|Vega:OTTHUMG00000090825	8	8p22	DLC1 Rho GTPase activating protein	protein-coding
10397	NDRG1	CAP43|CMT4D|DRG-1|DRG1|GC4|HMSNL|NDR1|NMSL|PROXY1|RIT42|RTP|TARG1|TDD5	MIM:605262|HGNC:HGNC:7679|Ensembl:ENSG00000104419|HPRD:05586|Vega:OTTHUMG00000164441	8	8q24.3	N-myc downstream regulated 1	protein-coding
10399	GNB2L1	Gnb2-rs1|H12.3|HLC-7|PIG21|RACK1	MIM:176981|HGNC:HGNC:4399|Ensembl:ENSG00000204628|HPRD:01503|Vega:OTTHUMG00000163380	5	5q35.3	"guanine nucleotide binding protein (G protein), beta polypeptide 2-like 1"	protein-coding
10409	BASP1	CAP-23|CAP23|NAP-22|NAP22	MIM:605940|HGNC:HGNC:957|Ensembl:ENSG00000176788|HPRD:08389|Vega:OTTHUMG00000131061	5	5p15.1	"brain abundant, membrane attached signal protein 1"	protein-coding
10413	YAP1	COB1|YAP|YAP2|YAP65|YKI	MIM:606608|HGNC:HGNC:16262|Ensembl:ENSG00000137693|HPRD:09424|Vega:OTTHUMG00000167322	11	11q13	Yes-associated protein 1	protein-coding
10424	PGRMC2	DG6|PMBP	MIM:607735|HGNC:HGNC:16089|Ensembl:ENSG00000164040|HPRD:09665|Vega:OTTHUMG00000133342	4	4q26	progesterone receptor membrane component 2	protein-coding
10432	RBM14	COAA|PSP2|SIP|SYTIP1|TMEM137	MIM:612409|HGNC:HGNC:14219|HPRD:11485|Vega:OTTHUMG00000140380	11	11q13.2	RNA binding motif protein 14	protein-coding
10472	ZBTB18	C2H2-171|MRD22|RP58|TAZ-1|ZNF238	MIM:608433|HGNC:HGNC:13030|Ensembl:ENSG00000179456|HPRD:12231|Vega:OTTHUMG00000040013	1	1q44	zinc finger and BTB domain containing 18	protein-coding
10481	HOXB13	PSGD	MIM:604607|HGNC:HGNC:5112|Ensembl:ENSG00000159184|HPRD:05210|Vega:OTTHUMG00000159900	17	17q21.2	homeobox B13	protein-coding
10514	MYBBP1A	P160|PAP2	MIM:604885|HGNC:HGNC:7546|Ensembl:ENSG00000132382|HPRD:05349|Vega:OTTHUMG00000090747	17	17p13.3	MYB binding protein (P160) 1a	protein-coding
10524	KAT5	ESA1|HTATIP|HTATIP1|PLIP|TIP|TIP60|ZC2HC5|cPLA2	MIM:601409|HGNC:HGNC:5275|Ensembl:ENSG00000172977|HPRD:03245|Vega:OTTHUMG00000166617	11	11q13	K(lysine) acetyltransferase 5	protein-coding
10550	ARL6IP5	DERP11|GTRAP3-18|JWA|PRAF3|addicsin|hp22|jmx	MIM:605709|HGNC:HGNC:16937|Ensembl:ENSG00000144746|HPRD:09303|Vega:OTTHUMG00000158773	3	3p14	ADP-ribosylation factor-like 6 interacting protein 5	protein-coding
10553	HTATIP2	CC3|SDR44U1|TIP30	MIM:605628|HGNC:HGNC:16637|Ensembl:ENSG00000109854|HPRD:09288|Vega:OTTHUMG00000166015	11	11p15.1	"HIV-1 Tat interactive protein 2, 30kDa"	protein-coding
10562	OLFM4	GC1|GW112|OLM4|OlfD|UNQ362|bA209J19.1|hGC-1|hOLfD	MIM:614061|HGNC:HGNC:17190|Ensembl:ENSG00000102837|HPRD:06580|Vega:OTTHUMG00000016981	13	13q14.3	olfactomedin 4	protein-coding
10612	TRIM3	BERP|HAC1|RNF22|RNF97	MIM:605493|HGNC:HGNC:10064|Ensembl:ENSG00000110171|Vega:OTTHUMG00000133405	11	11p15.5	tripartite motif containing 3	protein-coding
10628	TXNIP	EST01027|HHCPA78|THIF|VDUP1	MIM:606599|HGNC:HGNC:16952|Ensembl:ENSG00000265972|HPRD:05964|Vega:OTTHUMG00000013755	1	1q21.1	thioredoxin interacting protein	protein-coding
10633	RASL10A	RRP22	MIM:602220|HGNC:HGNC:16954|Ensembl:ENSG00000100276|HPRD:03744|Vega:OTTHUMG00000151106	22	22q12.2	"RAS-like, family 10, member A"	protein-coding
10637	LEFTY1	LEFTB|LEFTYB	MIM:603037|HGNC:HGNC:6552|Ensembl:ENSG00000243709|HPRD:09116|Vega:OTTHUMG00000037443	1	1q42.1	left-right determination factor 1	protein-coding
10641	NPRL2	NPR2|NPR2L|TUSC4	MIM:607072|HGNC:HGNC:24969|Ensembl:ENSG00000114388|HPRD:06147|Vega:OTTHUMG00000156864	3	3p21.3	nitrogen permease regulator-like 2 (S. cerevisiae)	protein-coding
10653	SPINT2	DIAR3|HAI-2|HAI2|Kop|PB	MIM:605124|HGNC:HGNC:11247|Ensembl:ENSG00000167642|HPRD:05495|Vega:OTTHUMG00000181891	19	19q13.1	"serine peptidase inhibitor, Kunitz type, 2"	protein-coding
10664	CTCF	MRD21	MIM:604167|HGNC:HGNC:13723|Ensembl:ENSG00000102974|HPRD:05005|Vega:OTTHUMG00000137539	16	16q21-q22.3	CCCTC-binding factor (zinc finger protein)	protein-coding
10768	AHCYL1	DCAL|IRBIT|PPP1R78|PRO0233|XPVKONA	MIM:607826|HGNC:HGNC:344|Ensembl:ENSG00000168710|HPRD:07613|Vega:OTTHUMG00000011652	1	1p13.2	adenosylhomocysteinase-like 1	protein-coding
10769	PLK2	SNK|hPlk2|hSNK	MIM:607023|HGNC:HGNC:19699|Ensembl:ENSG00000145632|HPRD:06118|Vega:OTTHUMG00000097047	5	5q12.1-q13.2	polo-like kinase 2	protein-coding
10771	ZMYND11	BRAM1|BS69|MRD30	MIM:608668|HGNC:HGNC:16966|Ensembl:ENSG00000015171|HPRD:09830|Vega:OTTHUMG00000017526	10	10p14	"zinc finger, MYND-type containing 11"	protein-coding
10788	IQGAP2	-	MIM:605401|HGNC:HGNC:6111|Ensembl:ENSG00000145703|HPRD:09253|Vega:OTTHUMG00000162432	5	5q13.3	IQ motif containing GTPase activating protein 2	protein-coding
10817	FRS3	FRS2-beta|FRS2B|FRS2beta|SNT-2|SNT2	MIM:607744|HGNC:HGNC:16970|Ensembl:ENSG00000137218|HPRD:06373|Vega:OTTHUMG00000014686	6	6p21.1	fibroblast growth factor receptor substrate 3	protein-coding
10904	BLCAP	BC10	MIM:613110|HGNC:HGNC:1055|Ensembl:ENSG00000166619|HPRD:16552|Vega:OTTHUMG00000032419	20	20q11.23	bladder cancer associated protein	protein-coding
10912	GADD45G	CR6|DDIT2|GADD45gamma|GRP17	MIM:604949|HGNC:HGNC:4097|Ensembl:ENSG00000130222|HPRD:05383|Vega:OTTHUMG00000020187	9	9q22.1-q22.2	"growth arrest and DNA-damage-inducible, gamma"	protein-coding
10950	BTG3	ANA|TOB5|TOB55|TOFA	MIM:605674|HGNC:HGNC:1132|Ensembl:ENSG00000154640|HPRD:10415|Vega:OTTHUMG00000074501	21	21q21.1	"BTG family, member 3"	protein-coding
11009	IL24	C49A|FISP|IL10B|MDA7|MOB5|ST16	MIM:604136|HGNC:HGNC:11346|Ensembl:ENSG00000162892|HPRD:04995|Vega:OTTHUMG00000036459	1	1q32	interleukin 24	protein-coding
11010	GLIPR1	CRISP7|GLIPR|RTVP1	MIM:602692|HGNC:HGNC:17001|HPRD:04071	12	12q21.2	GLI pathogenesis-related 1	protein-coding
11068	CYB561D2	101F6|TSP10|XXcos-LUCA11.4	MIM:607068|HGNC:HGNC:30253|Ensembl:ENSG00000114395|Ensembl:ENSG00000271858|HPRD:06143|Vega:OTTHUMG00000156813	3	3p21.3	"cytochrome b561 family, member D2"	protein-coding
11074	TRIM31	C6orf13|HCG1|HCGI|RNF	MIM:609316|HGNC:HGNC:16289|Ensembl:ENSG00000204616|HPRD:10281|Vega:OTTHUMG00000031064	6	6p21.3	tripartite motif containing 31	protein-coding
11080	DNAJB4	DNAJW|DjB4|HLJ1	MIM:611327|HGNC:HGNC:14886|HPRD:07486	1	1p31.1	"DnaJ (Hsp40) homolog, subfamily B, member 4"	protein-coding
11083	DIDO1	BYE1|C20orf158|DATF-1|DATF1|DIDO2|DIDO3|DIO-1|DIO1|dJ885L7.8	MIM:604140|HGNC:HGNC:2680|Ensembl:ENSG00000101191|HPRD:10363|HPRD:12752|Vega:OTTHUMG00000032945	20	20q13.33	death inducer-obliterator 1	protein-coding
11095	ADAMTS8	ADAM-TS8|METH2	MIM:605175|HGNC:HGNC:224|Ensembl:ENSG00000134917|HPRD:05531|Vega:OTTHUMG00000165656	11	11q25	"ADAM metallopeptidase with thrombospondin type 1 motif, 8"	protein-coding
11107	PRDM5	BCS2|PFM2	MIM:614161|HGNC:HGNC:9349|Ensembl:ENSG00000138738|HPRD:17902|Vega:OTTHUMG00000132970	4	4q25-q26	PR domain containing 5	protein-coding
11108	PRDM4	PFM1	MIM:605780|HGNC:HGNC:9348|Ensembl:ENSG00000110851|HPRD:10425|Vega:OTTHUMG00000169914	12	12q23-q24.1	PR domain containing 4	protein-coding
11122	PTPRT	RPTPrho	MIM:608712|HGNC:HGNC:9682|Ensembl:ENSG00000196090|HPRD:06690|Vega:OTTHUMG00000033040	20	20q12-q13	"protein tyrosine phosphatase, receptor type, T"	protein-coding
11145	PLA2G16	AdPLA|H-REV107-1|HRASLS3|HREV107|HREV107-1|HREV107-3|HRSL3	MIM:613867|HGNC:HGNC:17825|Ensembl:ENSG00000176485|HPRD:13671	11	11q12.3	"phospholipase A2, group XVI"	protein-coding
11178	LZTS1	F37|FEZ1	MIM:606551|HGNC:HGNC:13861|Ensembl:ENSG00000061337|HPRD:05945|Vega:OTTHUMG00000097027	8	8p22	"leucine zipper, putative tumor suppressor 1"	protein-coding
11184	MAP4K1	HPK1	MIM:601983|HGNC:HGNC:6863|Ensembl:ENSG00000104814|HPRD:03583|Vega:OTTHUMG00000180863	19	19q13.1-q13.4	mitogen-activated protein kinase kinase kinase kinase 1	protein-coding
11186	RASSF1	123F2|NORE2A|RASSF1A|RDA32|REH3P21	MIM:605082|HGNC:HGNC:9882|Ensembl:ENSG00000068028|HPRD:05470|Vega:OTTHUMG00000149958	3	3p21.3	Ras association (RalGDS/AF-6) domain family member 1	protein-coding
11191	PTENP1	PTEN-rs|PTEN2|PTENpg1|PTH2|psiPTEN	MIM:613531|HGNC:HGNC:9589|Ensembl:ENSG00000237984	9	9p21	phosphatase and tensin homolog pseudogene 1 (functional)	pseudo
11197	WIF1	WIF-1	MIM:605186|HGNC:HGNC:18081|Ensembl:ENSG00000156076|HPRD:05541|Vega:OTTHUMG00000168832	12	12q14.3	WNT inhibitory factor 1	protein-coding
11200	CHEK2	CDS1|CHK2|HuCds1|LFS2|PP1425|RAD53|hCds1	MIM:604373|HGNC:HGNC:16627|Ensembl:ENSG00000183765|HPRD:05084|Vega:OTTHUMG00000151023	22	22q12.1	checkpoint kinase 2	protein-coding
11219	TREX2	-	MIM:300370|HGNC:HGNC:12270|Ensembl:ENSG00000183479|HPRD:02299	X	Xq28	three prime repair exonuclease 2	protein-coding
11228	RASSF8	C12orf2|HOJ1	MIM:608231|HGNC:HGNC:13232|Ensembl:ENSG00000123094|HPRD:07084|Vega:OTTHUMG00000169087	12	12p12.3	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8	protein-coding
11281	POU6F2	RPF-1|WT5|WTSL	MIM:609062|HGNC:HGNC:21694|Ensembl:ENSG00000106536|HPRD:10162|Vega:OTTHUMG00000150803	7	7p14.1	POU class 6 homeobox 2	protein-coding
11315	PARK7	DJ-1|DJ1|HEL-S-67p	MIM:602533|HGNC:HGNC:16369|Ensembl:ENSG00000116288|HPRD:03961|Vega:OTTHUMG00000001210	1	1p36.23	parkinson protein 7	protein-coding
11334	TUSC2	C3orf11|FUS1|PAP|PDAP2	MIM:607052|HGNC:HGNC:17034|Ensembl:ENSG00000114383|HPRD:06134|Vega:OTTHUMG00000156877	3	3p21.3	tumor suppressor candidate 2	protein-coding
11337	GABARAP	ATG8A|GABARAP-a|MM46	MIM:605125|HGNC:HGNC:4067|HPRD:05496	17	17p13.1	GABA(A) receptor-associated protein	protein-coding
22806	IKZF3	AIO|AIOLOS|ZNFN1A3	MIM:606221|HGNC:HGNC:13178|Ensembl:ENSG00000161405|HPRD:05869	17	17q21	IKAROS family zinc finger 3 (Aiolos)	protein-coding
22807	IKZF2	ANF1A2|HELIOS|ZNF1A2|ZNFN1A2	MIM:606234|HGNC:HGNC:13177|Ensembl:ENSG00000030419|HPRD:05872	2	2q34	IKAROS family zinc finger 2 (Helios)	protein-coding
22882	ZHX2	AFR1|RAF	MIM:609185|HGNC:HGNC:18513|Ensembl:ENSG00000178764|HPRD:16458|Vega:OTTHUMG00000165077	8	8q24.13	zinc fingers and homeoboxes 2	protein-coding
22925	PLA2R1	CLEC13C|PLA2-R|PLA2G1R|PLA2IR|PLA2R	MIM:604939|HGNC:HGNC:9042|Ensembl:ENSG00000153246|HPRD:09222|Vega:OTTHUMG00000154087	2	2q23-q24	"phospholipase A2 receptor 1, 180kDa"	protein-coding
22933	SIRT2	SIR2|SIR2L|SIR2L2	MIM:604480|HGNC:HGNC:10886|Ensembl:ENSG00000068903|HPRD:10377|Vega:OTTHUMG00000150480	19	19q13	sirtuin 2	protein-coding
22943	DKK1	DKK-1|SK	MIM:605189|HGNC:HGNC:2891|Ensembl:ENSG00000107984|HPRD:05544|Vega:OTTHUMG00000018247	10	10q11.2	dickkopf WNT signaling pathway inhibitor 1	protein-coding
22954	TRIM32	BBS11|HT2A|LGMD2H|TATIP	MIM:602290|HGNC:HGNC:16380|Ensembl:ENSG00000119401|HPRD:03797|Vega:OTTHUMG00000021026	9	9q33.1	tripartite motif containing 32	protein-coding
23032	USP33	VDU1	MIM:615146|HGNC:HGNC:20059|Ensembl:ENSG00000077254|HPRD:10297|Vega:OTTHUMG00000009651	1	1p31.1	ubiquitin specific peptidase 33	protein-coding
23035	PHLPP2	PHLPPL	MIM:611066|HGNC:HGNC:29149|Ensembl:ENSG00000040199|HPRD:11118|Vega:OTTHUMG00000176867	16	16q22.2	PH domain and leucine rich repeat protein phosphatase 2	protein-coding
23036	ZNF292	Nbla00365|ZFP292|ZN-16|Zn-15|bA393I2.3	HGNC:HGNC:18410|Ensembl:ENSG00000188994|Vega:OTTHUMG00000015164	6	6q14.3	zinc finger protein 292	protein-coding
23047	PDS5B	APRIN|AS3|CG008	MIM:605333|HGNC:HGNC:20418|Ensembl:ENSG00000083642|HPRD:05624|Vega:OTTHUMG00000016704	13	13q12.3	PDS5 cohesin associated factor B	protein-coding
23087	TRIM35	HLS5|MAIR	HGNC:HGNC:16285|Ensembl:ENSG00000104228|HPRD:15553|Vega:OTTHUMG00000102047	8	8p21.2	tripartite motif containing 35	protein-coding
23095	KIF1B	CMT2|CMT2A|CMT2A1|HMSNII|KLP|NBLST1	MIM:605995|HGNC:HGNC:16636|Ensembl:ENSG00000054523|HPRD:05818|Vega:OTTHUMG00000001817	1	1p36.2	kinesin family member 1B	protein-coding
23136	EPB41L3	4.1B|DAL-1|DAL1	MIM:605331|HGNC:HGNC:3380|Ensembl:ENSG00000082397|HPRD:05622|Vega:OTTHUMG00000131562	18	18p11.32	erythrocyte membrane protein band 4.1-like 3	protein-coding
23152	CIC	-	MIM:612082|HGNC:HGNC:14214|Ensembl:ENSG00000079432|HPRD:10831|Vega:OTTHUMG00000182794	19	19q13.2	capicua transcriptional repressor	protein-coding
23189	KANK1	ANKRD15|CPSQ2|KANK	MIM:607704|HGNC:HGNC:19309|Ensembl:ENSG00000107104|HPRD:09651|Vega:OTTHUMG00000019434	9	9p24.3	KN motif and ankyrin repeat domains 1	protein-coding
23193	GANAB	G2AN|GLUII	MIM:104160|HGNC:HGNC:4138|Ensembl:ENSG00000089597|HPRD:03516|Vega:OTTHUMG00000167696	11	11q12.3	"glucosidase, alpha; neutral AB"	protein-coding
23221	RHOBTB2	DBC2	MIM:607352|HGNC:HGNC:18756|Ensembl:ENSG00000008853|HPRD:06300|Vega:OTTHUMG00000097827	8	8p21.3	Rho-related BTB domain containing 2	protein-coding
23239	PHLPP1	PHLPP|PLEKHE1|SCOP	MIM:609396|HGNC:HGNC:20610|Ensembl:ENSG00000081913|HPRD:15145|Vega:OTTHUMG00000150629	18	18q21.33	PH domain and leucine rich repeat protein phosphatase 1	protein-coding
23261	CAMTA1	CANPMR	MIM:611501|HGNC:HGNC:18806|Ensembl:ENSG00000171735|HPRD:16681|Vega:OTTHUMG00000001212	1	1p36.31-p36.23	calmodulin binding transcription activator 1	protein-coding
23300	ATMIN	ASCIZ|ZNF822	MIM:614693|HGNC:HGNC:29034|Ensembl:ENSG00000166454|HPRD:17188|Vega:OTTHUMG00000176469	16	16q23.2	ATM interactor	protein-coding
23327	NEDD4L	NEDD4-2|NEDD4.2|RSP5|hNEDD4-2	MIM:606384|HGNC:HGNC:7728|Ensembl:ENSG00000049759|HPRD:05903|Vega:OTTHUMG00000179875	18	18q21.31	"neural precursor cell expressed, developmentally down-regulated 4-like, E3 ubiquitin protein ligase"	protein-coding
23328	SASH1	SH3D6A|dJ323M4|dJ323M4.1	MIM:607955|HGNC:HGNC:19182|Ensembl:ENSG00000111961|HPRD:06408|Vega:OTTHUMG00000015773	6	6q24.3	SAM and SH3 domain containing 1	protein-coding
23336	SYNM	DMN|SYN	MIM:606087|HGNC:HGNC:24466|Ensembl:ENSG00000182253|HPRD:07305|Vega:OTTHUMG00000171887	15	15q26.3	"synemin, intermediate filament protein"	protein-coding
23347	SMCHD1	-	MIM:614982|HGNC:HGNC:29090|Ensembl:ENSG00000101596|Vega:OTTHUMG00000178235	18	18p11.32	structural maintenance of chromosomes flexible hinge domain containing 1	protein-coding
